epoch	eR [deg]	eT [m]	speed (raw) [-]	speed (thr) [-]	keypoint_rmse_px [pix]	keypoint_rmse_px_median [pix]	keypoint_rmse_norm_input [-]	keypoint_rmse_norm_input_median [-]	keypoint_rmse_norm_bbox [-]	keypoint_rmse_norm_bbox_median [-]	pck_0.05_bbox_pct [%]	pck_0.10_bbox_pct [%]	keypoint_inside_pct [%]	valid_kpt_pct [%]	heatmap_peak_mean [-]	heatmap_peak_std [-]	heatmap_entropy [-]	heatmap_entropy_std [-]	heatmap_entropy_beta [-]	heatmap_entropy_beta_std [-]	collapsed_keypoint_distance [pix]	collapsed_keypoint_spread_min_px [pix]	per_keypoint_rmse_px_00 [pix]	per_keypoint_rmse_px_01 [pix]	per_keypoint_rmse_px_02 [pix]	per_keypoint_rmse_px_03 [pix]	per_keypoint_rmse_px_04 [pix]	per_keypoint_rmse_px_05 [pix]	per_keypoint_rmse_px_06 [pix]	per_keypoint_rmse_px_07 [pix]	per_keypoint_rmse_px_08 [pix]	per_keypoint_rmse_px_09 [pix]	per_keypoint_rmse_px_10 [pix]	per_keypoint_pck5_pct_00 [%]	per_keypoint_pck5_pct_01 [%]	per_keypoint_pck5_pct_02 [%]	per_keypoint_pck5_pct_03 [%]	per_keypoint_pck5_pct_04 [%]	per_keypoint_pck5_pct_05 [%]	per_keypoint_pck5_pct_06 [%]	per_keypoint_pck5_pct_07 [%]	per_keypoint_pck5_pct_08 [%]	per_keypoint_pck5_pct_09 [%]	per_keypoint_pck5_pct_10 [%]	per_keypoint_pck10_pct_00 [%]	per_keypoint_pck10_pct_01 [%]	per_keypoint_pck10_pct_02 [%]	per_keypoint_pck10_pct_03 [%]	per_keypoint_pck10_pct_04 [%]	per_keypoint_pck10_pct_05 [%]	per_keypoint_pck10_pct_06 [%]	per_keypoint_pck10_pct_07 [%]	per_keypoint_pck10_pct_08 [%]	per_keypoint_pck10_pct_09 [%]	per_keypoint_pck10_pct_10 [%]	per_keypoint_pck05_bbox_pct_00 [%]	per_keypoint_pck05_bbox_pct_01 [%]	per_keypoint_pck05_bbox_pct_02 [%]	per_keypoint_pck05_bbox_pct_03 [%]	per_keypoint_pck05_bbox_pct_04 [%]	per_keypoint_pck05_bbox_pct_05 [%]	per_keypoint_pck05_bbox_pct_06 [%]	per_keypoint_pck05_bbox_pct_07 [%]	per_keypoint_pck05_bbox_pct_08 [%]	per_keypoint_pck05_bbox_pct_09 [%]	per_keypoint_pck05_bbox_pct_10 [%]	per_keypoint_pck10_bbox_pct_00 [%]	per_keypoint_pck10_bbox_pct_01 [%]	per_keypoint_pck10_bbox_pct_02 [%]	per_keypoint_pck10_bbox_pct_03 [%]	per_keypoint_pck10_bbox_pct_04 [%]	per_keypoint_pck10_bbox_pct_05 [%]	per_keypoint_pck10_bbox_pct_06 [%]	per_keypoint_pck10_bbox_pct_07 [%]	per_keypoint_pck10_bbox_pct_08 [%]	per_keypoint_pck10_bbox_pct_09 [%]	per_keypoint_pck10_bbox_pct_10 [%]	per_keypoint_peak_00 [-]	per_keypoint_peak_01 [-]	per_keypoint_peak_02 [-]	per_keypoint_peak_03 [-]	per_keypoint_peak_04 [-]	per_keypoint_peak_05 [-]	per_keypoint_peak_06 [-]	per_keypoint_peak_07 [-]	per_keypoint_peak_08 [-]	per_keypoint_peak_09 [-]	per_keypoint_peak_10 [-]	per_keypoint_peak2_00 [-]	per_keypoint_peak2_01 [-]	per_keypoint_peak2_02 [-]	per_keypoint_peak2_03 [-]	per_keypoint_peak2_04 [-]	per_keypoint_peak2_05 [-]	per_keypoint_peak2_06 [-]	per_keypoint_peak2_07 [-]	per_keypoint_peak2_08 [-]	per_keypoint_peak2_09 [-]	per_keypoint_peak2_10 [-]	per_keypoint_peak_ratio_00 [-]	per_keypoint_peak_ratio_01 [-]	per_keypoint_peak_ratio_02 [-]	per_keypoint_peak_ratio_03 [-]	per_keypoint_peak_ratio_04 [-]	per_keypoint_peak_ratio_05 [-]	per_keypoint_peak_ratio_06 [-]	per_keypoint_peak_ratio_07 [-]	per_keypoint_peak_ratio_08 [-]	per_keypoint_peak_ratio_09 [-]	per_keypoint_peak_ratio_10 [-]	per_keypoint_top1_to_gt_dist_hm_px_00 [pix]	per_keypoint_top1_to_gt_dist_hm_px_01 [pix]	per_keypoint_top1_to_gt_dist_hm_px_02 [pix]	per_keypoint_top1_to_gt_dist_hm_px_03 [pix]	per_keypoint_top1_to_gt_dist_hm_px_04 [pix]	per_keypoint_top1_to_gt_dist_hm_px_05 [pix]	per_keypoint_top1_to_gt_dist_hm_px_06 [pix]	per_keypoint_top1_to_gt_dist_hm_px_07 [pix]	per_keypoint_top1_to_gt_dist_hm_px_08 [pix]	per_keypoint_top1_to_gt_dist_hm_px_09 [pix]	per_keypoint_top1_to_gt_dist_hm_px_10 [pix]	per_keypoint_top2_to_gt_dist_hm_px_00 [pix]	per_keypoint_top2_to_gt_dist_hm_px_01 [pix]	per_keypoint_top2_to_gt_dist_hm_px_02 [pix]	per_keypoint_top2_to_gt_dist_hm_px_03 [pix]	per_keypoint_top2_to_gt_dist_hm_px_04 [pix]	per_keypoint_top2_to_gt_dist_hm_px_05 [pix]	per_keypoint_top2_to_gt_dist_hm_px_06 [pix]	per_keypoint_top2_to_gt_dist_hm_px_07 [pix]	per_keypoint_top2_to_gt_dist_hm_px_08 [pix]	per_keypoint_top2_to_gt_dist_hm_px_09 [pix]	per_keypoint_top2_to_gt_dist_hm_px_10 [pix]	pnp_fail_cnt [cnt]	pnp_eval_cnt [cnt]	pnp_ok_cnt [cnt]	raw_epnp_ok_cnt [cnt]	pnp_fail_pct [%]	pose_valid_cnt [cnt]	reproj_err_median_px [pix]	reprojection_error_median_px [pix]	eT_median [m]	eR_median [deg]	pnp_ransac_fail_cnt [cnt]	pnp_ransac_eval_cnt [cnt]	pnp_ransac_ok_cnt [cnt]	ransac_ok_cnt [cnt]	pnp_ransac_fail_pct [%]	pnp_ransac_inlier_cnt [cnt]	pnp_ransac_inlier_cnt_median [cnt]	eT_ransac [m]	eT_ransac_median [m]	eR_ransac [deg]	eR_ransac_median [deg]	per_keypoint_ransac_inlier_freq_pct_00 [%]	per_keypoint_ransac_inlier_freq_pct_01 [%]	per_keypoint_ransac_inlier_freq_pct_02 [%]	per_keypoint_ransac_inlier_freq_pct_03 [%]	per_keypoint_ransac_inlier_freq_pct_04 [%]	per_keypoint_ransac_inlier_freq_pct_05 [%]	per_keypoint_ransac_inlier_freq_pct_06 [%]	per_keypoint_ransac_inlier_freq_pct_07 [%]	per_keypoint_ransac_inlier_freq_pct_08 [%]	per_keypoint_ransac_inlier_freq_pct_09 [%]	per_keypoint_ransac_inlier_freq_pct_10 [%]
35	1.066499	0.033807	0.024940	0.024563	1.854345	1.517441	0.008315	0.006805	0.001877	0.001560	99.991975	100.000000	100.000000	97.063684	0.038642	0.002770	0.527455	0.008759	0.035001	0.034567	74.503157	141.476074	1.565109	1.413993	1.414193	1.451338	1.593011	1.565030	1.561760	1.654903	1.394337	1.371562	1.361645	96.791122	97.969152	97.992106	98.147829	97.041022	97.438912	97.330526	96.953164	97.300417	97.465540	97.544721	99.561253	99.751500	99.819804	99.689869	99.520847	99.622135	99.503158	99.446030	99.573750	99.715429	99.728166	99.982794	100.000000	100.000000	100.000000	100.000000	100.000000	99.991579	99.983213	99.991120	99.973321	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	0.038712	0.038504	0.038520	0.038330	0.038278	0.039006	0.038161	0.038175	0.039630	0.039300	0.038747	0.037180	0.036896	0.036890	0.036750	0.036756	0.037350	0.036626	0.036614	0.038197	0.037849	0.037311	1.041384	1.043780	1.044399	1.043192	1.041559	1.044532	1.042118	1.042802	1.037836	1.038602	1.038762	0.608404	0.562923	0.561613	0.571420	0.606826	0.596408	0.599635	0.629744	0.605428	0.599518	0.593624	0.808890	0.800351	0.799820	0.795652	0.821812	0.819861	0.813596	0.844393	0.759490	0.775274	0.765813	0.000000	11994.000000	11994.000000	11994.000000	0.000000	11244.000000	4.190242	4.190242	0.022976	0.777619	158.000000	11994.000000	11836.000000	11836.000000	1.317325	9.944745	11.000000	0.031322	0.022247	0.987553	0.766251	92.779564	94.648569	94.890890	94.457957	89.459804	91.650386	93.592911	89.231423	92.895442	94.208218	93.046475
36	1.067087	0.033156	0.024872	0.024497	1.831317	1.498589	0.008212	0.006720	0.001852	0.001544	99.991975	99.999242	100.000000	97.063684	0.038210	0.002701	0.528409	0.008277	0.035527	0.034875	74.442001	141.619127	1.564895	1.407141	1.366688	1.443957	1.528246	1.540542	1.555878	1.641671	1.367517	1.343721	1.375045	96.885754	97.986290	98.146559	98.156444	97.167115	97.464103	97.389474	96.810475	97.442501	97.634504	97.544721	99.569855	99.751500	99.794062	99.655410	99.571284	99.605340	99.477895	99.487997	99.644792	99.742108	99.675552	99.982794	100.000000	100.000000	100.000000	100.000000	100.000000	99.991579	99.983213	99.991120	99.973321	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991120	100.000000	100.000000	0.038146	0.038471	0.038496	0.038062	0.038261	0.038016	0.038224	0.037701	0.038245	0.038156	0.038790	0.036671	0.036886	0.036891	0.036516	0.036745	0.036460	0.036681	0.036184	0.036868	0.036763	0.037349	1.040356	1.043162	1.043705	1.042516	1.041415	1.042887	1.042248	1.042068	1.037533	1.038008	1.038822	0.611375	0.565015	0.557887	0.569169	0.598810	0.595553	0.600655	0.621335	0.604434	0.599582	0.593725	0.806382	0.795208	0.787751	0.793324	0.809420	0.818360	0.819820	0.837808	0.770806	0.778779	0.773324	0.000000	11994.000000	11994.000000	11994.000000	0.000000	11271.000000	4.156397	4.156397	0.023484	0.776003	171.000000	11994.000000	11823.000000	11823.000000	1.425713	9.969720	11.000000	0.030985	0.022550	0.986755	0.760120	93.113043	94.842506	95.036383	94.737758	89.619348	92.098996	93.397031	89.407464	93.355393	94.305158	93.306216
37	1.043297	0.031196	0.024148	0.023735	1.807885	1.470640	0.008107	0.006595	0.001829	0.001515	99.987564	99.998484	100.000000	97.063684	0.038954	0.002747	0.526042	0.008521	0.035087	0.034641	74.525207	141.843281	1.565316	1.368436	1.346782	1.423045	1.503000	1.533222	1.511775	1.604770	1.339947	1.325451	1.355931	96.756710	98.011997	98.275270	98.345968	97.452925	97.497691	97.440000	97.037099	97.469141	97.750111	97.702561	99.544047	99.777207	99.828385	99.672640	99.604909	99.563355	99.511579	99.513178	99.600391	99.697643	99.658015	99.974191	100.000000	100.000000	100.000000	99.991594	99.991603	99.991579	99.974820	99.991120	99.973321	99.991231	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991120	99.991107	100.000000	0.038629	0.039073	0.038761	0.038733	0.038318	0.039094	0.039042	0.039159	0.039338	0.039212	0.039404	0.037100	0.037427	0.037145	0.037152	0.036826	0.037462	0.037471	0.037536	0.037913	0.037742	0.037896	1.041422	1.044210	1.043690	1.042730	1.040724	1.043775	1.042098	1.043457	1.037819	1.039173	1.040117	0.611498	0.556899	0.551648	0.567708	0.597348	0.593032	0.588601	0.617436	0.606667	0.596099	0.586712	0.809632	0.793045	0.794966	0.791967	0.803977	0.812471	0.804837	0.837688	0.759809	0.775496	0.769467	0.000000	11994.000000	11994.000000	11994.000000	0.000000	11283.000000	4.091796	4.091796	0.021468	0.753418	169.000000	11994.000000	11825.000000	11825.000000	1.409038	9.985032	11.000000	0.028550	0.020580	0.976649	0.745494	93.114840	95.103383	94.965338	94.530435	90.082574	91.677293	93.910967	89.998300	93.466214	94.472317	93.455960
38	1.051098	0.031174	0.024256	0.023847	1.798306	1.465306	0.008064	0.006571	0.001817	0.001513	99.989701	99.999242	100.000000	97.063684	0.038737	0.002705	0.527006	0.008377	0.035211	0.034718	74.628920	141.992442	1.580078	1.360380	1.330578	1.405027	1.512513	1.516481	1.509588	1.581211	1.325573	1.327527	1.353798	96.472815	97.926307	98.249528	98.277050	97.318426	97.556470	97.532632	97.146215	97.726667	97.803468	97.676254	99.544047	99.768638	99.811224	99.715713	99.604909	99.655723	99.536842	99.538358	99.644792	99.706536	99.622939	99.974191	100.000000	99.991419	100.000000	100.000000	100.000000	99.991579	99.983213	99.982240	99.973321	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991120	100.000000	100.000000	0.038977	0.038713	0.038778	0.038954	0.038546	0.038518	0.038319	0.038472	0.038849	0.039272	0.038953	0.037393	0.037106	0.037132	0.037343	0.037010	0.036919	0.036772	0.036900	0.037470	0.037841	0.037536	1.042594	1.043525	1.044523	1.043341	1.041718	1.043506	1.042278	1.042763	1.037000	1.038160	1.038088	0.613720	0.554106	0.546626	0.563411	0.597703	0.589882	0.591068	0.610812	0.611590	0.595130	0.595835	0.817036	0.789790	0.791827	0.789443	0.813350	0.817666	0.811828	0.831748	0.756473	0.762638	0.765713	0.000000	11994.000000	11994.000000	11994.000000	0.000000	11298.000000	7.008891	7.008891	0.021302	0.754601	160.000000	11994.000000	11834.000000	11834.000000	1.334000	9.990789	11.000000	0.028914	0.020759	0.963332	0.748659	93.277749	95.070910	95.133778	94.783969	89.850264	92.090731	93.787285	90.257369	93.608082	94.314112	93.441174
39	1.045785	0.033680	0.024517	0.024143	1.789695	1.464857	0.008026	0.006569	0.001810	0.001502	99.989208	99.999242	100.000000	97.063684	0.038796	0.002640	0.526421	0.007833	0.034945	0.034577	74.472164	141.775569	1.505760	1.353686	1.370943	1.395620	1.493607	1.525093	1.505416	1.581412	1.360441	1.338913	1.345410	97.118032	98.011997	98.215205	98.173673	97.452925	97.489294	97.566316	97.087460	97.424740	97.652290	97.825324	99.604267	99.742931	99.794062	99.707099	99.655346	99.596943	99.578947	99.513178	99.653672	99.724322	99.684321	99.974191	100.000000	100.000000	99.991385	99.991594	100.000000	99.991579	99.983213	99.982240	99.982214	99.991231	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991120	100.000000	100.000000	0.038459	0.038866	0.039455	0.039017	0.038847	0.038749	0.038836	0.038534	0.039045	0.038445	0.038707	0.036948	0.037239	0.037752	0.037381	0.037274	0.037144	0.037256	0.036963	0.037662	0.037036	0.037245	1.041100	1.043895	1.045366	1.043951	1.042456	1.043400	1.042628	1.042698	1.036923	1.038195	1.039500	0.603996	0.556619	0.550737	0.563384	0.584765	0.587986	0.586556	0.611746	0.615716	0.589465	0.589751	0.807889	0.787580	0.791753	0.789777	0.807283	0.815461	0.806317	0.829951	0.759468	0.770286	0.774088	0.000000	11994.000000	11994.000000	11994.000000	0.000000	11302.000000	3.950594	3.950594	0.023164	0.760620	153.000000	11994.000000	11841.000000	11841.000000	1.275638	10.005067	11.000000	0.031279	0.022299	0.965006	0.748900	93.513373	95.003026	94.704508	94.996960	90.298444	92.043139	94.259433	90.252186	93.663986	94.531460	93.930559
40	1.080044	0.035412	0.025273	0.024943	1.846199	1.531728	0.008279	0.006869	0.001876	0.001557	99.991482	99.999242	100.000000	97.063684	0.039069	0.002689	0.525872	0.008238	0.035232	0.034688	74.909802	142.146383	1.534920	1.443840	1.406003	1.511951	1.500224	1.512567	1.523382	1.613527	1.384617	1.356958	1.383480	96.816930	97.883462	98.292432	97.553411	97.293208	97.564867	97.372632	96.802082	97.105053	97.501112	97.185198	99.604267	99.785775	99.819804	99.620951	99.621722	99.605340	99.604211	99.504784	99.609271	99.751000	99.544020	99.991397	100.000000	100.000000	99.991385	99.991594	100.000000	99.991579	99.983213	99.982240	99.982214	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991120	100.000000	100.000000	0.038859	0.038903	0.038738	0.039470	0.038602	0.038844	0.038953	0.039151	0.039523	0.039113	0.039851	0.037324	0.037291	0.037110	0.037816	0.037045	0.037224	0.037362	0.037512	0.038136	0.037732	0.038357	1.041329	1.043435	1.044106	1.043977	1.042279	1.043738	1.042797	1.043903	1.036582	1.036778	1.039263	0.607527	0.566793	0.561545	0.580669	0.593509	0.584204	0.589053	0.614871	0.621959	0.604354	0.593792	0.806992	0.796755	0.795430	0.807523	0.809035	0.818032	0.813126	0.834491	0.761215	0.762990	0.777723	0.000000	11994.000000	11994.000000	11994.000000	0.000000	11263.000000	4.133540	4.133540	0.025316	0.799591	150.000000	11994.000000	11844.000000	11844.000000	1.250625	9.971800	11.000000	0.034077	0.024127	1.012729	0.784584	92.966308	95.238507	94.738664	94.156464	89.851254	91.958903	94.233881	89.272681	93.184457	94.657718	93.561208
41	1.013520	0.031827	0.023618	0.023220	1.757901	1.431140	0.007883	0.006418	0.001778	0.001471	99.992408	99.999242	100.000000	97.063684	0.038387	0.002563	0.527645	0.007761	0.035038	0.034575	74.542169	141.623591	1.492965	1.350927	1.296207	1.354231	1.473433	1.506180	1.482660	1.580710	1.304877	1.293661	1.357837	97.057811	98.106255	98.489789	98.345968	97.410894	97.590058	97.633684	97.070673	97.593464	97.927968	97.772711	99.595664	99.760069	99.854127	99.698484	99.596503	99.613738	99.587368	99.571932	99.635912	99.768786	99.666784	99.974191	100.000000	100.000000	100.000000	100.000000	100.000000	99.991579	99.983213	99.991120	99.982214	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991120	100.000000	100.000000	0.038336	0.038461	0.038501	0.038638	0.038500	0.038225	0.038022	0.038174	0.038728	0.038826	0.038067	0.036817	0.036873	0.036895	0.037050	0.036966	0.036658	0.036510	0.036640	0.037328	0.037353	0.036600	1.041421	1.043273	1.043777	1.043079	1.041723	1.042978	1.041594	1.042025	1.037782	1.039652	1.040333	0.596312	0.553816	0.544863	0.555103	0.585895	0.582741	0.583703	0.610813	0.598591	0.581083	0.579706	0.801058	0.790047	0.781334	0.788814	0.805186	0.810271	0.807991	0.832960	0.758425	0.771222	0.773184	1.000000	11994.000000	11993.000000	11993.000000	0.008338	11308.000000	3.878455	3.878455	0.021906	0.743092	151.000000	11994.000000	11843.000000	11843.000000	1.258963	10.014017	11.000000	0.030171	0.021269	0.949838	0.728560	93.590968	95.332757	95.213364	94.924828	90.352741	92.146375	94.182283	90.045825	94.005182	94.702461	93.736196
42	1.009446	0.029685	0.023175	0.022760	1.737111	1.413840	0.007790	0.006340	0.001754	0.001460	99.990440	99.999242	100.000000	97.063684	0.038721	0.002594	0.526367	0.007853	0.035620	0.034902	74.645844	141.920492	1.473166	1.325060	1.295473	1.365497	1.466641	1.470966	1.468054	1.567436	1.290357	1.278098	1.285795	97.178252	98.217652	98.335336	98.371813	97.536987	97.590058	97.642105	97.070673	97.762188	97.990218	97.913013	99.681693	99.785775	99.811224	99.707099	99.596503	99.638929	99.570526	99.538358	99.671432	99.795465	99.693090	99.974191	100.000000	100.000000	100.000000	99.991594	100.000000	99.991579	99.974820	99.991120	99.982214	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991120	100.000000	100.000000	0.038159	0.038967	0.038910	0.038723	0.038787	0.039067	0.038222	0.038835	0.039097	0.038452	0.038869	0.036702	0.037325	0.037279	0.037144	0.037243	0.037452	0.036707	0.037238	0.037716	0.037071	0.037449	1.039881	1.044202	1.044038	1.042715	1.041705	1.043378	1.041464	1.043136	1.036810	1.037452	1.038230	0.592657	0.548833	0.543175	0.563956	0.587303	0.583112	0.584437	0.613522	0.603392	0.585395	0.582681	0.799542	0.784073	0.784618	0.786370	0.802617	0.811632	0.804247	0.828803	0.754989	0.766039	0.757542	1.000000	11994.000000	11993.000000	11993.000000	0.008338	11334.000000	3.823180	3.823180	0.020212	0.734793	145.000000	11994.000000	11849.000000	11849.000000	1.208938	10.030382	11.000000	0.027965	0.019730	0.940298	0.726515	93.656716	95.560546	95.025091	95.012599	90.390824	92.838961	94.288390	90.498006	94.185943	94.454383	94.044884
43	1.000053	0.030462	0.023112	0.022718	1.720622	1.401292	0.007716	0.006284	0.001741	0.001448	99.991975	99.999242	100.000000	97.063684	0.038982	0.002567	0.526063	0.007696	0.034424	0.034374	74.561986	141.622203	1.449631	1.304594	1.298621	1.371629	1.434905	1.465822	1.443499	1.529327	1.295220	1.291735	1.309826	97.135237	98.234790	98.275270	98.380427	97.679892	97.741204	97.583158	97.280510	97.779948	97.945754	97.983164	99.681693	99.811482	99.862708	99.689869	99.680565	99.689311	99.612632	99.555145	99.653672	99.759893	99.684321	99.991397	100.000000	100.000000	100.000000	100.000000	100.000000	99.991579	99.983213	99.982240	99.973321	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991120	100.000000	100.000000	0.038678	0.039319	0.039217	0.039116	0.038387	0.039226	0.038821	0.038615	0.039648	0.039186	0.038813	0.037163	0.037643	0.037540	0.037485	0.036862	0.037575	0.037254	0.037038	0.038172	0.037690	0.037325	1.040973	1.044757	1.044931	1.043780	1.041601	1.044216	1.042277	1.042777	1.038938	1.039918	1.040106	0.592116	0.543425	0.541683	0.557326	0.577000	0.574675	0.573785	0.598636	0.594391	0.577136	0.572031	0.794438	0.782549	0.785128	0.784524	0.799602	0.805589	0.805798	0.823141	0.758061	0.775245	0.763467	1.000000	11994.000000	11993.000000	11993.000000	0.008338	11354.000000	3.770964	3.770964	0.021638	0.732998	139.000000	11994.000000	11855.000000	11855.000000	1.158913	10.040405	11.000000	0.029020	0.021068	0.936744	0.721293	93.652996	95.656304	95.519419	94.911869	90.557867	92.671756	94.391967	90.637720	94.097687	94.734490	94.216846
44	1.006749	0.032208	0.023600	0.023206	1.727955	1.406554	0.007749	0.006307	0.001745	0.001452	99.991198	99.999242	100.000000	97.063684	0.038528	0.002523	0.527179	0.007790	0.034958	0.034622	74.457539	141.536447	1.464761	1.294222	1.284614	1.374278	1.478844	1.451950	1.462104	1.536736	1.292930	1.288593	1.282711	97.221266	98.303342	98.258109	98.466575	97.511769	97.749601	97.726316	97.297297	97.833230	97.892397	97.904244	99.587061	99.768638	99.836966	99.715713	99.613315	99.655723	99.621053	99.546752	99.653672	99.777679	99.719397	99.982794	100.000000	100.000000	100.000000	99.991594	100.000000	99.991579	99.974820	99.991120	99.982214	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991120	100.000000	100.000000	0.038510	0.038635	0.038744	0.038531	0.038317	0.038620	0.038042	0.037796	0.038927	0.038957	0.038954	0.037012	0.037027	0.037130	0.036952	0.036797	0.037018	0.036527	0.036275	0.037496	0.037508	0.037484	1.040664	1.043647	1.043733	1.042992	1.041550	1.043570	1.041669	1.042118	1.038425	1.038871	1.039531	0.593242	0.544916	0.539183	0.556716	0.586768	0.575848	0.582722	0.607606	0.592609	0.580854	0.579095	0.793957	0.780896	0.788764	0.785666	0.803960	0.804170	0.809100	0.827996	0.760621	0.767533	0.760118	0.000000	11994.000000	11994.000000	11994.000000	0.000000	11362.000000	7.305903	7.305903	0.022506	0.731291	149.000000	11994.000000	11845.000000	11845.000000	1.242288	10.053440	11.000000	0.030026	0.021636	0.928289	0.724848	93.614437	95.326538	95.284243	95.072136	90.872004	92.886248	94.566513	91.197691	94.070370	95.212956	94.131165
45	0.983603	0.029963	0.022750	0.022323	1.694860	1.378118	0.007600	0.006180	0.001710	0.001427	99.992240	100.000000	100.000000	97.063684	0.038891	0.002545	0.526210	0.007618	0.034855	0.034634	74.550527	141.696457	1.425003	1.294221	1.292606	1.331982	1.414370	1.436265	1.415694	1.511384	1.296243	1.274597	1.263430	97.333104	98.269066	98.361078	98.423501	97.595831	97.875556	97.793684	97.272117	97.877631	97.910182	98.027008	99.647281	99.794344	99.845547	99.689869	99.638534	99.655723	99.595789	99.529965	99.582630	99.795465	99.675552	99.991397	100.000000	100.000000	100.000000	99.991594	100.000000	99.991579	99.983213	99.982240	99.982214	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	0.038903	0.039253	0.039213	0.039167	0.039231	0.038796	0.038578	0.038539	0.038864	0.038640	0.038797	0.037380	0.037582	0.037542	0.037537	0.037644	0.037192	0.037026	0.036965	0.037434	0.037188	0.037367	1.040983	1.044691	1.044760	1.043699	1.042472	1.043389	1.042169	1.042805	1.038421	1.039244	1.038526	0.591508	0.540765	0.540098	0.551113	0.572775	0.575006	0.568605	0.597557	0.586655	0.576072	0.572653	0.793397	0.783697	0.781719	0.782596	0.797741	0.802914	0.799514	0.818503	0.753221	0.767624	0.755769	1.000000	11994.000000	11993.000000	11993.000000	0.008338	11356.000000	3.718382	3.718382	0.020945	0.716757	144.000000	11994.000000	11850.000000	11850.000000	1.200600	10.065570	11.000000	0.028369	0.020185	0.916779	0.702980	93.881802	95.655929	95.319259	95.250499	91.316170	92.985581	94.772689	90.888267	94.141288	94.854126	94.498410
46	0.989615	0.028786	0.022698	0.022268	1.687357	1.374378	0.007567	0.006163	0.001703	0.001413	99.990724	99.998484	100.000000	97.063684	0.039093	0.002514	0.525463	0.007584	0.034961	0.034617	74.639748	141.895259	1.442641	1.282729	1.275562	1.324620	1.415776	1.426710	1.421945	1.510981	1.262287	1.262125	1.269062	97.401927	98.389032	98.335336	98.389042	97.814391	97.808380	97.768421	97.465167	97.913152	97.919075	97.939320	99.638679	99.768638	99.854127	99.698484	99.646940	99.613738	99.621053	99.538358	99.671432	99.795465	99.701859	99.982794	100.000000	100.000000	99.991385	99.991594	100.000000	99.991579	99.983213	99.982240	99.982214	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991120	99.991107	100.000000	0.039144	0.038905	0.039286	0.039190	0.038957	0.038920	0.038747	0.038776	0.039542	0.039404	0.039385	0.037588	0.037276	0.037609	0.037583	0.037398	0.037286	0.037163	0.037181	0.038127	0.037939	0.037931	1.041670	1.043933	1.044859	1.043036	1.041961	1.044078	1.042850	1.043127	1.037354	1.038870	1.038625	0.588372	0.540804	0.538975	0.552398	0.574847	0.570460	0.570004	0.597948	0.597564	0.584665	0.576441	0.792286	0.780245	0.776742	0.784888	0.796872	0.801378	0.800446	0.818657	0.746584	0.760022	0.754363	0.000000	11994.000000	11994.000000	11994.000000	0.000000	11379.000000	3.810052	3.810052	0.020029	0.699743	139.000000	11994.000000	11855.000000	11855.000000	1.158913	10.059469	11.000000	0.026779	0.019264	0.906959	0.692723	93.980919	95.578584	95.252508	95.554398	90.964674	92.968021	94.596205	91.138060	94.185943	94.721303	94.129590
