epoch	eR [deg]	eT [m]	speed (raw) [-]	speed (thr) [-]	keypoint_rmse_px [pix]	keypoint_rmse_px_median [pix]	keypoint_rmse_norm_input [-]	keypoint_rmse_norm_input_median [-]	keypoint_rmse_norm_bbox [-]	keypoint_rmse_norm_bbox_median [-]	pck_0.05_bbox_pct [%]	pck_0.10_bbox_pct [%]	keypoint_inside_pct [%]	valid_kpt_pct [%]	heatmap_peak_mean [-]	heatmap_peak_std [-]	heatmap_entropy [-]	heatmap_entropy_std [-]	heatmap_entropy_beta [-]	heatmap_entropy_beta_std [-]	collapsed_keypoint_distance [pix]	collapsed_keypoint_spread_min_px [pix]	per_keypoint_rmse_px_00 [pix]	per_keypoint_rmse_px_01 [pix]	per_keypoint_rmse_px_02 [pix]	per_keypoint_rmse_px_03 [pix]	per_keypoint_rmse_px_04 [pix]	per_keypoint_rmse_px_05 [pix]	per_keypoint_rmse_px_06 [pix]	per_keypoint_rmse_px_07 [pix]	per_keypoint_rmse_px_08 [pix]	per_keypoint_rmse_px_09 [pix]	per_keypoint_rmse_px_10 [pix]	per_keypoint_pck5_pct_00 [%]	per_keypoint_pck5_pct_01 [%]	per_keypoint_pck5_pct_02 [%]	per_keypoint_pck5_pct_03 [%]	per_keypoint_pck5_pct_04 [%]	per_keypoint_pck5_pct_05 [%]	per_keypoint_pck5_pct_06 [%]	per_keypoint_pck5_pct_07 [%]	per_keypoint_pck5_pct_08 [%]	per_keypoint_pck5_pct_09 [%]	per_keypoint_pck5_pct_10 [%]	per_keypoint_pck10_pct_00 [%]	per_keypoint_pck10_pct_01 [%]	per_keypoint_pck10_pct_02 [%]	per_keypoint_pck10_pct_03 [%]	per_keypoint_pck10_pct_04 [%]	per_keypoint_pck10_pct_05 [%]	per_keypoint_pck10_pct_06 [%]	per_keypoint_pck10_pct_07 [%]	per_keypoint_pck10_pct_08 [%]	per_keypoint_pck10_pct_09 [%]	per_keypoint_pck10_pct_10 [%]	per_keypoint_pck05_bbox_pct_00 [%]	per_keypoint_pck05_bbox_pct_01 [%]	per_keypoint_pck05_bbox_pct_02 [%]	per_keypoint_pck05_bbox_pct_03 [%]	per_keypoint_pck05_bbox_pct_04 [%]	per_keypoint_pck05_bbox_pct_05 [%]	per_keypoint_pck05_bbox_pct_06 [%]	per_keypoint_pck05_bbox_pct_07 [%]	per_keypoint_pck05_bbox_pct_08 [%]	per_keypoint_pck05_bbox_pct_09 [%]	per_keypoint_pck05_bbox_pct_10 [%]	per_keypoint_pck10_bbox_pct_00 [%]	per_keypoint_pck10_bbox_pct_01 [%]	per_keypoint_pck10_bbox_pct_02 [%]	per_keypoint_pck10_bbox_pct_03 [%]	per_keypoint_pck10_bbox_pct_04 [%]	per_keypoint_pck10_bbox_pct_05 [%]	per_keypoint_pck10_bbox_pct_06 [%]	per_keypoint_pck10_bbox_pct_07 [%]	per_keypoint_pck10_bbox_pct_08 [%]	per_keypoint_pck10_bbox_pct_09 [%]	per_keypoint_pck10_bbox_pct_10 [%]	per_keypoint_peak_00 [-]	per_keypoint_peak_01 [-]	per_keypoint_peak_02 [-]	per_keypoint_peak_03 [-]	per_keypoint_peak_04 [-]	per_keypoint_peak_05 [-]	per_keypoint_peak_06 [-]	per_keypoint_peak_07 [-]	per_keypoint_peak_08 [-]	per_keypoint_peak_09 [-]	per_keypoint_peak_10 [-]	per_keypoint_peak2_00 [-]	per_keypoint_peak2_01 [-]	per_keypoint_peak2_02 [-]	per_keypoint_peak2_03 [-]	per_keypoint_peak2_04 [-]	per_keypoint_peak2_05 [-]	per_keypoint_peak2_06 [-]	per_keypoint_peak2_07 [-]	per_keypoint_peak2_08 [-]	per_keypoint_peak2_09 [-]	per_keypoint_peak2_10 [-]	per_keypoint_peak_ratio_00 [-]	per_keypoint_peak_ratio_01 [-]	per_keypoint_peak_ratio_02 [-]	per_keypoint_peak_ratio_03 [-]	per_keypoint_peak_ratio_04 [-]	per_keypoint_peak_ratio_05 [-]	per_keypoint_peak_ratio_06 [-]	per_keypoint_peak_ratio_07 [-]	per_keypoint_peak_ratio_08 [-]	per_keypoint_peak_ratio_09 [-]	per_keypoint_peak_ratio_10 [-]	per_keypoint_top1_to_gt_dist_hm_px_00 [pix]	per_keypoint_top1_to_gt_dist_hm_px_01 [pix]	per_keypoint_top1_to_gt_dist_hm_px_02 [pix]	per_keypoint_top1_to_gt_dist_hm_px_03 [pix]	per_keypoint_top1_to_gt_dist_hm_px_04 [pix]	per_keypoint_top1_to_gt_dist_hm_px_05 [pix]	per_keypoint_top1_to_gt_dist_hm_px_06 [pix]	per_keypoint_top1_to_gt_dist_hm_px_07 [pix]	per_keypoint_top1_to_gt_dist_hm_px_08 [pix]	per_keypoint_top1_to_gt_dist_hm_px_09 [pix]	per_keypoint_top1_to_gt_dist_hm_px_10 [pix]	per_keypoint_top2_to_gt_dist_hm_px_00 [pix]	per_keypoint_top2_to_gt_dist_hm_px_01 [pix]	per_keypoint_top2_to_gt_dist_hm_px_02 [pix]	per_keypoint_top2_to_gt_dist_hm_px_03 [pix]	per_keypoint_top2_to_gt_dist_hm_px_04 [pix]	per_keypoint_top2_to_gt_dist_hm_px_05 [pix]	per_keypoint_top2_to_gt_dist_hm_px_06 [pix]	per_keypoint_top2_to_gt_dist_hm_px_07 [pix]	per_keypoint_top2_to_gt_dist_hm_px_08 [pix]	per_keypoint_top2_to_gt_dist_hm_px_09 [pix]	per_keypoint_top2_to_gt_dist_hm_px_10 [pix]	pnp_fail_cnt [cnt]	pnp_eval_cnt [cnt]	pnp_ok_cnt [cnt]	raw_epnp_ok_cnt [cnt]	pnp_fail_pct [%]	pose_valid_cnt [cnt]	reproj_err_median_px [pix]	reprojection_error_median_px [pix]	eT_median [m]	eR_median [deg]	pnp_ransac_fail_cnt [cnt]	pnp_ransac_eval_cnt [cnt]	pnp_ransac_ok_cnt [cnt]	ransac_ok_cnt [cnt]	pnp_ransac_fail_pct [%]	pnp_ransac_inlier_cnt [cnt]	pnp_ransac_inlier_cnt_median [cnt]	eT_ransac [m]	eT_ransac_median [m]	eR_ransac [deg]	eR_ransac_median [deg]	per_keypoint_ransac_inlier_freq_pct_00 [%]	per_keypoint_ransac_inlier_freq_pct_01 [%]	per_keypoint_ransac_inlier_freq_pct_02 [%]	per_keypoint_ransac_inlier_freq_pct_03 [%]	per_keypoint_ransac_inlier_freq_pct_04 [%]	per_keypoint_ransac_inlier_freq_pct_05 [%]	per_keypoint_ransac_inlier_freq_pct_06 [%]	per_keypoint_ransac_inlier_freq_pct_07 [%]	per_keypoint_ransac_inlier_freq_pct_08 [%]	per_keypoint_ransac_inlier_freq_pct_09 [%]	per_keypoint_ransac_inlier_freq_pct_10 [%]
11	1.953811	0.067828	0.046588	0.046386	3.365349	2.663652	0.015091	0.011945	0.003439	0.002761	99.928416	99.984672	100.000000	97.063684	0.039180	0.005141	0.535564	0.018898	0.032154	0.033938	74.385691	141.111378	2.842064	2.531926	2.450185	2.434412	2.752793	2.748631	2.853575	3.045348	2.491819	2.460380	2.290407	86.846180	90.599829	91.247640	92.186423	88.298588	88.731212	87.671579	85.588383	89.965367	90.253446	91.371449	96.937371	98.363325	98.515531	98.587181	97.822798	98.051894	97.515789	97.305691	97.824350	97.572254	98.202385	99.896765	99.982862	99.939935	99.948312	99.966375	99.966412	99.924211	99.941246	99.884557	99.857715	99.938618	99.974191	100.000000	99.991419	99.991385	100.000000	99.991603	100.000000	99.991607	99.937839	99.964429	99.982462	0.039148	0.039017	0.039260	0.040102	0.038548	0.038547	0.038009	0.039347	0.040122	0.038980	0.040729	0.037383	0.037254	0.037440	0.038244	0.036821	0.036762	0.036281	0.037479	0.038378	0.037341	0.038987	1.046851	1.046891	1.048222	1.048246	1.046468	1.047987	1.047134	1.049242	1.045236	1.043747	1.044609	0.880742	0.814622	0.795046	0.781672	0.868353	0.878282	0.876885	0.934822	0.811267	0.806528	0.766583	1.035841	0.975659	0.969136	0.952441	1.026956	1.041806	1.033606	1.087912	0.956312	0.945133	0.910827	0.000000	11994.000000	11994.000000	11994.000000	0.000000	9908.000000	7.343749	7.343749	0.040236	1.433636	489.000000	11994.000000	11505.000000	11505.000000	4.077039	8.941330	9.000000	0.054568	0.037120	1.741988	1.373795	83.305183	87.297656	88.184234	87.744575	76.487549	79.310345	84.187959	73.841724	82.838944	85.772951	84.705670
12	1.668161	0.060078	0.040272	0.040050	3.034096	2.422500	0.013606	0.010863	0.003100	0.002517	99.944913	99.987873	100.000000	97.063684	0.039370	0.004820	0.532426	0.016759	0.032621	0.034076	74.255070	141.181536	2.505783	2.259049	2.183509	2.234667	2.501817	2.597037	2.600083	2.747871	2.238624	2.277027	2.115542	89.986235	93.007712	93.710314	93.650930	90.484196	90.158704	90.248421	88.316267	91.581565	91.569586	92.704314	98.021335	98.843188	98.987472	98.854238	98.327169	98.337392	98.265263	98.052711	98.525886	98.176968	98.649597	99.922574	99.982862	99.957096	99.965541	99.957969	99.966412	99.941053	99.949639	99.946719	99.875500	99.956156	99.974191	100.000000	99.991419	100.000000	99.983188	99.991603	99.991579	99.991607	99.982240	99.955536	100.000000	0.039189	0.039179	0.038650	0.040270	0.039433	0.038431	0.038753	0.039517	0.041167	0.039379	0.039944	0.037461	0.037443	0.036910	0.038432	0.037689	0.036679	0.037005	0.037673	0.039358	0.037759	0.038247	1.045765	1.046055	1.046823	1.047550	1.045924	1.047333	1.046874	1.048331	1.045930	1.042885	1.044416	0.811060	0.760817	0.746042	0.738209	0.818495	0.838288	0.843123	0.865956	0.766989	0.763771	0.729855	0.978480	0.932225	0.925417	0.913669	0.980162	0.998013	1.009395	1.032963	0.903514	0.900955	0.889610	0.000000	11994.000000	11994.000000	11994.000000	0.000000	10213.000000	6.667267	6.667267	0.037753	1.220220	443.000000	11994.000000	11551.000000	11551.000000	3.693513	9.135573	10.000000	0.050659	0.035281	1.533829	1.191331	85.695306	89.146740	89.133121	88.444169	79.025239	81.797636	85.508888	76.522721	85.508036	86.726710	86.317871
13	1.647554	0.062676	0.040260	0.040075	2.977242	2.417738	0.013351	0.010842	0.003048	0.002527	99.946244	99.989389	100.000000	97.063684	0.038945	0.004626	0.532739	0.015914	0.032816	0.034006	74.233532	140.935589	2.512724	2.241516	2.224705	2.295067	2.439626	2.551360	2.563272	2.733687	2.266328	2.168211	2.178917	89.771163	93.804627	94.250901	93.633701	91.358440	91.712150	91.090526	88.954172	92.309742	93.357048	92.195721	97.943909	98.954584	99.159087	99.000689	98.486886	98.715257	98.568421	98.178613	98.428204	98.701645	98.746054	99.931177	99.974293	99.965677	99.965541	99.957969	99.958015	99.941053	99.932852	99.928958	99.919964	99.956156	99.974191	100.000000	99.982839	100.000000	100.000000	99.991603	100.000000	99.991607	99.955599	99.982214	100.000000	0.039826	0.040392	0.039669	0.040474	0.037966	0.037510	0.037242	0.038346	0.039378	0.039428	0.038917	0.038048	0.038559	0.037891	0.038621	0.036332	0.035877	0.035652	0.036636	0.037727	0.037752	0.037301	1.046448	1.047195	1.046635	1.047719	1.044670	1.045153	1.044288	1.046163	1.043653	1.044335	1.043250	0.805876	0.724911	0.739269	0.732612	0.808666	0.812449	0.816525	0.874928	0.751047	0.733868	0.723273	0.967467	0.913877	0.918695	0.915174	0.967350	0.981363	0.986046	1.026549	0.895313	0.900625	0.881202	0.000000	11994.000000	11994.000000	11994.000000	0.000000	10258.000000	6.523652	6.523652	0.041305	1.194399	405.000000	11994.000000	11589.000000	11589.000000	3.376688	9.151437	10.000000	0.055292	0.040376	1.533040	1.175887	85.444268	89.663673	88.873239	89.222350	79.316032	80.424794	85.901668	76.450719	85.535390	88.467471	86.863343
14	1.569398	0.050840	0.036897	0.036637	2.773623	2.245812	0.012438	0.010071	0.002838	0.002320	99.959270	99.992420	100.000000	97.063684	0.037752	0.004239	0.535620	0.014566	0.034385	0.034606	74.540211	141.937830	2.387419	2.166414	2.058895	2.124718	2.321712	2.274528	2.335759	2.478937	2.030961	2.032698	1.979737	91.190640	94.053128	94.551227	94.469331	92.283120	93.240406	92.269474	91.212019	93.126721	93.463762	93.546124	98.382657	99.117395	99.150506	99.035148	98.671822	98.858007	98.677895	98.539533	98.818933	98.612717	98.860049	99.939780	99.974293	99.957096	99.965541	99.974781	99.983206	99.966316	99.949639	99.946719	99.937750	99.973693	99.982794	100.000000	99.991419	99.991385	99.991594	100.000000	99.991579	99.991607	99.991120	99.982214	100.000000	0.037229	0.036854	0.038297	0.037735	0.037120	0.037630	0.037681	0.038042	0.038737	0.038622	0.037989	0.035696	0.035330	0.036612	0.036128	0.035588	0.035997	0.036022	0.036385	0.037210	0.037091	0.036501	1.042631	1.042891	1.045792	1.044362	1.042782	1.045081	1.045678	1.045122	1.041019	1.041295	1.040724	0.782486	0.747508	0.714439	0.716790	0.782085	0.769930	0.771629	0.816342	0.740767	0.723348	0.709573	0.949660	0.916901	0.907096	0.900155	0.948265	0.941478	0.949038	0.979935	0.863952	0.865700	0.857236	0.000000	11994.000000	11994.000000	11994.000000	0.000000	10413.000000	6.210460	6.210460	0.032295	1.132210	365.000000	11994.000000	11629.000000	11629.000000	3.043188	9.275518	10.000000	0.044829	0.030753	1.453001	1.131419	86.479345	89.991228	89.971020	89.533040	79.470771	84.690441	87.193696	79.968917	86.035792	88.576084	87.213672
15	1.500718	0.058861	0.037160	0.036968	2.731920	2.220957	0.012251	0.009959	0.002781	0.002308	99.966910	99.992252	100.000000	97.063684	0.038104	0.004194	0.534059	0.014170	0.033675	0.034261	74.103213	140.876158	2.276716	2.113936	1.976923	2.117607	2.309406	2.261225	2.288807	2.532469	2.010513	1.953569	2.024530	92.214384	94.550129	94.954522	94.641626	92.190652	93.567890	93.271579	90.263555	93.402007	94.299689	93.888109	98.468685	99.305913	99.313540	99.164369	98.688635	98.908389	98.812632	98.413631	98.934375	99.039573	98.842511	99.931177	99.982862	99.982839	99.974156	99.983188	99.983206	99.966316	99.966426	99.946719	99.964429	99.973693	99.982794	100.000000	100.000000	100.000000	100.000000	99.991603	100.000000	99.991607	99.982240	99.973321	99.991231	0.038956	0.038524	0.038225	0.039935	0.037445	0.039107	0.037852	0.037660	0.037385	0.036752	0.037780	0.037276	0.036854	0.036544	0.038122	0.035919	0.037364	0.036198	0.036025	0.035969	0.035305	0.036254	1.044870	1.045198	1.045866	1.047480	1.042414	1.046401	1.045493	1.044995	1.039331	1.040761	1.042163	0.742944	0.699938	0.689825	0.692629	0.752728	0.751699	0.758643	0.796543	0.727792	0.709184	0.701564	0.914959	0.882974	0.883888	0.891789	0.928550	0.932560	0.936293	0.979012	0.864900	0.866709	0.871089	0.000000	11994.000000	11994.000000	11994.000000	0.000000	10492.000000	14.059027	14.059027	0.040746	1.089911	359.000000	11994.000000	11635.000000	11635.000000	2.993163	9.369145	10.000000	0.050575	0.037850	1.373404	1.058762	88.116197	90.166521	91.047920	89.972685	81.861390	84.117393	88.445560	79.929213	87.575675	89.780031	87.867943
16	1.510678	0.047070	0.035161	0.034900	2.611720	2.132544	0.011712	0.009563	0.002667	0.002197	99.961415	99.995452	100.000000	97.063684	0.038481	0.004093	0.531780	0.013587	0.033991	0.034435	74.801040	142.011597	2.198654	1.981244	1.897684	1.980423	2.213920	2.189123	2.224375	2.426502	1.893985	1.838057	1.846729	92.524088	94.807198	95.477947	95.399724	92.829523	94.080107	93.650526	91.077724	94.334429	95.046687	94.686075	98.812801	99.340189	99.365025	99.302205	99.024882	98.933580	98.955789	98.682223	98.943255	99.119609	99.096808	99.939780	99.991431	99.974258	99.991385	99.966375	99.974809	99.966316	99.932852	99.955599	99.937750	99.964925	99.991397	100.000000	100.000000	100.000000	99.991594	100.000000	99.991579	100.000000	99.982240	99.991107	100.000000	0.039171	0.038446	0.038974	0.039316	0.039441	0.037597	0.037782	0.038707	0.037957	0.038492	0.037884	0.037509	0.036804	0.037251	0.037564	0.037725	0.035989	0.036159	0.036999	0.036516	0.037005	0.036431	1.044064	1.044457	1.046191	1.046521	1.045410	1.044471	1.044703	1.045883	1.039410	1.040228	1.039838	0.746728	0.689884	0.671819	0.684117	0.746873	0.738063	0.740412	0.791313	0.736580	0.693362	0.690103	0.928859	0.882375	0.871789	0.879496	0.929755	0.917342	0.933137	0.961732	0.853260	0.834407	0.851929	0.000000	11994.000000	11994.000000	11994.000000	0.000000	10580.000000	5.908493	5.908493	0.030957	1.095442	337.000000	11994.000000	11657.000000	11657.000000	2.809738	9.406279	10.000000	0.041673	0.029379	1.366559	1.068129	87.895570	90.869299	91.406524	91.032179	81.420435	84.728682	89.356371	79.875948	88.206654	89.484629	88.616071
17	1.433097	0.049769	0.034225	0.033977	2.557603	2.103833	0.011469	0.009434	0.002614	0.002164	99.974881	99.993936	100.000000	97.063684	0.037984	0.003817	0.532856	0.012791	0.034511	0.034613	74.382940	141.508644	2.227511	1.913483	1.954435	2.028942	2.099489	2.080596	2.180053	2.330577	1.854049	1.825526	1.850304	91.577770	95.218509	95.108975	94.994831	94.216543	94.978588	93.642105	92.420682	94.023621	94.459760	94.466854	98.718169	99.348757	99.347863	99.362509	98.949227	99.185490	98.972632	98.749370	99.032058	99.057359	99.193266	99.956986	99.991431	99.991419	99.991385	99.983188	99.991603	99.983158	99.966426	99.955599	99.946643	99.973693	99.982794	100.000000	100.000000	100.000000	99.991594	100.000000	99.991579	100.000000	99.982240	99.991107	99.991231	0.038494	0.038168	0.038731	0.038592	0.037761	0.036746	0.036827	0.037388	0.038780	0.038792	0.038171	0.036892	0.036554	0.037018	0.036924	0.036228	0.035193	0.035261	0.035803	0.037320	0.037278	0.036706	1.043375	1.044113	1.046233	1.045202	1.042237	1.043976	1.044252	1.043987	1.039242	1.040786	1.039996	0.742949	0.674383	0.671812	0.678359	0.721054	0.715239	0.720140	0.767634	0.727908	0.697356	0.687624	0.913470	0.869455	0.864541	0.875886	0.902745	0.895398	0.914792	0.946571	0.850232	0.841908	0.842931	1.000000	11994.000000	11993.000000	11993.000000	0.008338	10655.000000	5.615161	5.615161	0.032510	1.112862	321.000000	11994.000000	11673.000000	11673.000000	2.676338	9.465861	10.000000	0.043748	0.030636	1.372114	1.091742	88.124726	91.699466	90.630473	90.629665	83.778659	86.429739	88.519637	81.506967	87.985929	90.320542	89.672701
18	1.352515	0.042484	0.031568	0.031264	2.419456	1.975068	0.010850	0.008857	0.002464	0.002045	99.978767	99.996210	100.000000	97.063684	0.038096	0.003703	0.532255	0.012447	0.034578	0.034537	74.521055	141.649976	2.066557	1.873749	1.841141	1.874117	2.022597	2.040498	2.050660	2.208856	1.749068	1.700198	1.741918	93.719890	96.041131	96.250215	95.899380	94.519166	94.903015	94.618947	93.495048	95.107006	95.624722	95.264819	98.898830	99.545844	99.416509	99.396968	99.058507	99.177093	99.014737	98.917240	99.120860	99.270787	99.202034	99.939780	100.000000	99.991419	99.974156	99.991594	99.991603	99.983158	99.983213	99.964479	99.973321	99.982462	99.991397	100.000000	100.000000	100.000000	100.000000	100.000000	99.991579	100.000000	99.982240	99.991107	100.000000	0.038059	0.038706	0.038609	0.037766	0.038326	0.037568	0.037318	0.037226	0.039053	0.038488	0.038455	0.036513	0.037048	0.036938	0.036183	0.036733	0.035965	0.035725	0.035672	0.037556	0.037010	0.037005	1.042250	1.044725	1.045216	1.043788	1.043370	1.044456	1.044441	1.043339	1.039949	1.040050	1.039284	0.702608	0.657215	0.649179	0.657657	0.695788	0.705038	0.699767	0.745800	0.680645	0.661630	0.663893	0.886845	0.856801	0.853694	0.862588	0.883342	0.888073	0.897526	0.926715	0.826684	0.820222	0.821980	1.000000	11994.000000	11993.000000	11993.000000	0.008338	10732.000000	5.406687	5.406687	0.028301	0.999101	283.000000	11994.000000	11711.000000	11711.000000	2.359513	9.522073	10.000000	0.038646	0.027005	1.282896	0.987219	89.229422	91.357056	91.312320	90.673439	83.834393	86.873713	89.883871	82.395815	89.047876	91.162162	89.765743
19	1.324466	0.053733	0.032849	0.032640	2.414229	1.997945	0.010826	0.008959	0.002472	0.002073	99.978955	99.993936	100.000000	97.063684	0.038168	0.003615	0.531691	0.011514	0.034169	0.034387	74.133016	141.193457	1.958901	1.817908	1.801548	1.827769	2.047871	2.033743	2.173968	2.198791	1.839669	1.850674	1.779234	94.408121	95.861183	96.233053	96.278429	94.435104	95.280880	94.105263	93.881148	95.115887	95.482437	94.940372	99.131108	99.554413	99.502317	99.431427	99.142569	99.219078	99.006316	99.043143	99.289584	99.288573	99.403718	99.965588	100.000000	99.991419	99.991385	99.983188	99.991603	99.983158	99.983213	99.973359	99.928857	99.982462	99.982794	100.000000	100.000000	100.000000	100.000000	100.000000	99.991579	100.000000	99.973359	99.991107	99.991231	0.038700	0.038153	0.038422	0.038942	0.037753	0.038216	0.037912	0.038212	0.037779	0.037104	0.039056	0.037107	0.036554	0.036769	0.037281	0.036218	0.036552	0.036277	0.036589	0.036329	0.035666	0.037522	1.042881	1.043757	1.044988	1.044539	1.042395	1.045446	1.044966	1.044235	1.040046	1.040358	1.041048	0.686971	0.653916	0.637839	0.646066	0.708056	0.695809	0.714344	0.738143	0.675008	0.669497	0.670128	0.877044	0.854638	0.845897	0.848758	0.892519	0.890323	0.902062	0.926067	0.831485	0.837542	0.823505	0.000000	11994.000000	11994.000000	11994.000000	0.000000	10791.000000	5.281205	5.281205	0.038502	0.984365	282.000000	11994.000000	11712.000000	11712.000000	2.351176	9.568135	10.000000	0.048466	0.036492	1.264614	0.970410	90.431125	91.696468	92.133950	92.186405	84.241279	86.266941	89.656062	83.787957	89.027790	91.104709	89.618946
20	1.289935	0.043113	0.030852	0.030553	2.284872	1.875487	0.010246	0.008410	0.002332	0.001936	99.985757	99.999242	100.000000	97.063684	0.038556	0.003517	0.529960	0.011207	0.034121	0.034363	74.491823	141.592492	1.962738	1.752748	1.736824	1.767974	1.943458	1.948800	1.905332	2.088032	1.668183	1.650495	1.675676	94.210255	96.358183	96.430410	96.476568	95.132818	95.415232	95.427368	94.183314	95.630939	95.793686	95.633111	99.088094	99.520137	99.562382	99.483115	99.277068	99.244269	99.250526	99.169045	99.280703	99.306358	99.351105	99.965588	100.000000	100.000000	100.000000	99.983188	99.983206	99.991579	99.966426	99.982240	99.991107	99.991231	99.991397	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	0.038703	0.038493	0.038597	0.038728	0.038337	0.038757	0.039112	0.037739	0.038926	0.038255	0.038879	0.037097	0.036870	0.036920	0.037080	0.036763	0.037070	0.037392	0.036166	0.037461	0.036795	0.037359	1.043399	1.044050	1.045445	1.044485	1.042852	1.045516	1.045973	1.043474	1.039190	1.039674	1.040868	0.684707	0.634567	0.629309	0.643803	0.680392	0.672700	0.675917	0.725437	0.665455	0.646547	0.643682	0.869135	0.837732	0.840016	0.836609	0.877290	0.877439	0.872279	0.909745	0.806323	0.814556	0.809866	0.000000	11994.000000	11994.000000	11994.000000	0.000000	10856.000000	5.108199	5.108199	0.027582	0.961410	258.000000	11994.000000	11736.000000	11736.000000	2.151076	9.637185	10.000000	0.038081	0.026473	1.215781	0.947727	89.983379	92.669975	92.318424	92.302309	84.902263	87.995548	90.759189	84.349315	90.387207	91.545872	90.708633
21	1.379487	0.048997	0.032946	0.032728	2.397663	1.981784	0.010752	0.008887	0.002456	0.002059	99.983185	99.998484	100.000000	97.063684	0.038612	0.003509	0.529237	0.010964	0.033275	0.033933	74.305907	140.741254	1.928880	1.896826	1.779202	1.749284	1.937930	2.051601	2.080323	2.147000	1.897236	1.977720	1.785323	94.580179	95.664096	95.409302	96.605789	95.519502	94.986985	94.012632	93.805607	94.618595	94.566474	95.527885	99.182725	99.477292	99.476575	99.371123	99.302286	99.303048	99.107368	99.051536	99.245182	99.190751	99.333567	99.974191	99.991431	100.000000	99.991385	99.991594	99.991603	99.983158	99.974820	99.982240	99.964429	99.982462	99.991397	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	100.000000	99.991120	100.000000	100.000000	0.037916	0.037884	0.038730	0.040094	0.038622	0.037637	0.038448	0.038948	0.038798	0.038053	0.040041	0.036385	0.036317	0.037063	0.038327	0.037028	0.036067	0.036797	0.037259	0.037229	0.036532	0.038338	1.042057	1.043153	1.045003	1.046194	1.043116	1.043523	1.044832	1.045283	1.042247	1.041746	1.044604	0.677615	0.657381	0.630783	0.626219	0.675969	0.695766	0.687659	0.715474	0.675899	0.670253	0.640564	0.867950	0.856031	0.843890	0.837406	0.868710	0.892535	0.884269	0.913531	0.838904	0.852301	0.827869	0.000000	11994.000000	11994.000000	11994.000000	0.000000	10841.000000	2018242.389889	2018242.389889	0.036392	1.040897	260.000000	11994.000000	11734.000000	11734.000000	2.167751	9.615476	10.000000	0.046072	0.035956	1.286001	1.012418	89.669349	92.544203	92.107326	92.478573	84.879430	86.592992	90.986351	83.785635	90.802841	90.869839	90.826667
22	1.257903	0.041168	0.029577	0.029269	2.203640	1.800561	0.009882	0.008074	0.002244	0.001860	99.983902	99.998484	100.000000	97.063684	0.038716	0.003484	0.528817	0.011278	0.034282	0.034399	74.410579	141.504433	1.868459	1.679260	1.678021	1.705608	1.808513	1.839364	1.910007	1.991652	1.600753	1.633512	1.629713	94.993118	96.820908	97.082547	97.079600	95.838937	96.179360	95.688421	94.653349	96.163751	96.327257	96.273237	99.277357	99.597258	99.605286	99.483115	99.386348	99.445797	99.149474	99.244586	99.360625	99.386394	99.421256	99.965588	99.991431	99.991419	99.982771	99.991594	100.000000	99.991579	99.966426	99.982240	99.973321	99.991231	100.000000	100.000000	100.000000	100.000000	99.991594	100.000000	100.000000	100.000000	99.991120	100.000000	100.000000	0.037814	0.037895	0.038443	0.039172	0.038817	0.039175	0.039015	0.038118	0.039193	0.039454	0.039210	0.036302	0.036331	0.036806	0.037500	0.037219	0.037444	0.037308	0.036536	0.037757	0.037937	0.037701	1.041668	1.043055	1.044520	1.044668	1.042981	1.046245	1.045643	1.043273	1.038295	1.040239	1.040291	0.672834	0.626962	0.607012	0.622691	0.665038	0.653885	0.664684	0.700745	0.660486	0.647347	0.638533	0.860326	0.833956	0.829465	0.827062	0.861148	0.861305	0.869732	0.888435	0.793878	0.809631	0.802386	0.000000	11994.000000	11994.000000	11994.000000	0.000000	10941.000000	4.929046	4.929046	0.027831	0.921423	241.000000	11994.000000	11753.000000	11753.000000	2.009338	9.710627	10.000000	0.037005	0.026481	1.176830	0.913092	90.855097	93.146038	93.332173	92.405063	86.289287	89.018132	90.994854	85.096565	90.792310	92.146644	91.374567
